province;red;green;blue;x;y
932;33;212;221;Prov932;x
933;47;224;72;Prov933;x
934;85;17;23;Prov934;x
935;9;73;46;Prov935;x
936;214;125;24;Prov936;x
937;174;74;5;Prov937;x
938;139;190;84;Prov938;x
939;8;86;132;Prov939;x
940;60;219;188;Prov940;x
941;153;7;95;Prov941;x
942;57;3;236;Prov942;x
943;189;243;39;Prov943;x
944;161;201;73;Prov944;x
945;165;12;222;Prov945;x
946;47;198;100;Prov946;x
947;105;41;60;Prov947;x
948;149;149;202;Prov948;x
949;235;181;46;Prov949;x
950;27;207;69;Prov950;x
951;132;11;178;Prov951;x
952;154;192;113;Prov952;x
953;184;166;165;Prov953;x
954;63;135;187;Prov954;x
955;78;125;179;Prov955;x
956;87;117;92;Prov956;x
957;120;120;33;Prov957;x
958;24;101;110;Prov958;x
959;118;177;123;Prov959;x
960;170;53;7;Prov960;x
961;85;15;154;Prov961;x
962;186;77;223;Prov962;x
963;253;169;55;Prov963;x
964;243;30;78;Prov964;x
965;246;89;31;Prov965;x
966;189;148;45;Prov966;x
967;4;118;46;Prov967;x
968;38;123;114;Prov968;x
969;144;26;70;Prov969;x
970;108;14;11;Prov970;x
971;224;172;192;Prov971;x
972;112;216;90;Prov972;x
973;243;243;173;Prov973;x
974;187;47;134;Prov974;x
975;233;93;57;Prov975;x
976;142;134;15;Prov976;x
977;180;2;241;Prov977;x
978;252;108;74;Prov978;x
979;201;41;192;Prov979;x
980;223;135;118;Prov980;x
981;239;205;193;Prov981;x
982;231;255;193;Prov982;x
983;216;25;144;Prov983;x
984;254;229;117;Prov984;x
985;8;1;249;Prov985;x
986;14;11;64;Prov986;x
987;138;46;219;Prov987;x
988;230;81;144;Prov988;x
989;117;213;156;Prov989;x
990;119;210;207;Prov990;x
991;238;88;9;Prov991;x
992;31;93;174;Prov992;x
993;97;91;43;Prov993;x
994;23;209;114;Prov994;x
995;70;70;228;Prov995;x
996;94;106;78;Prov996;x
997;169;172;142;Prov997;x
998;89;30;170;Prov998;x
999;207;35;206;Prov999;x
1000;227;62;89;Prov1000;x
1001;235;122;146;Prov1001;x
1002;132;123;239;Prov1002;x
1003;186;94;124;Prov1003;x
1004;63;45;69;Prov1004;x
1005;222;81;232;Prov1005;x
1006;141;140;242;Prov1006;x
1007;202;8;84;Prov1007;x
1008;7;158;16;Prov1008;x
1009;21;193;92;Prov1009;x
1010;116;106;83;Prov1010;x
1011;88;216;107;Prov1011;x
1012;252;40;118;Prov1012;x
1013;214;213;14;Prov1013;x
1014;199;2;9;Prov1014;x
1015;54;215;104;Prov1015;x
1016;234;129;27;Prov1016;x
1017;132;76;86;Prov1017;x
1018;185;159;80;Prov1018;x
1019;186;91;75;Prov1019;x
1020;212;52;168;Prov1020;x
1021;76;51;186;Prov1021;x
1022;26;64;182;Prov1022;x
1023;43;21;47;Prov1023;x
1024;89;126;105;Prov1024;x
1025;244;19;8;Prov1025;x
1026;9;159;70;Prov1026;x
1027;224;210;146;Prov1027;x
1028;86;22;246;Prov1028;x
1029;141;172;53;Prov1029;x
1030;243;29;41;Prov1030;x
1031;233;134;230;Prov1031;x
1032;125;152;201;Prov1032;x
1033;109;233;173;Prov1033;x
1034;116;150;166;Prov1034;x
1035;150;167;57;Prov1035;x
1036;33;123;43;Prov1036;x
1037;117;82;22;Prov1037;x
1038;193;18;16;Prov1038;x
1039;183;130;58;Prov1039;x
1040;109;114;3;Prov1040;x
1041;73;209;130;Prov1041;x
1042;191;97;75;Prov1042;x
1043;243;218;84;Prov1043;x
1044;85;207;109;Prov1044;x
1045;103;43;58;Prov1045;x
1046;39;200;3;Prov1046;x
1047;104;184;206;Prov1047;x
1048;128;27;108;Prov1048;x
1049;16;3;13;Prov1049;x
1050;58;247;213;Prov1050;x
1051;85;219;247;Prov1051;x
1052;32;94;109;Prov1052;x
1053;47;245;44;Prov1053;x
1054;25;38;167;Prov1054;x
1055;136;224;85;Prov1055;x
1056;85;85;162;Prov1056;x
1057;200;242;35;Prov1057;x
1058;147;177;51;Prov1058;x
1059;143;83;106;Prov1059;x
1060;170;194;180;Prov1060;x
1061;58;41;197;Prov1061;x
1062;149;185;160;Prov1062;x
1063;92;66;64;Prov1063;x
1064;208;247;17;Prov1064;x
1065;161;163;232;Prov1065;x
1066;48;207;20;Prov1066;x
1067;149;3;11;Prov1067;x
1068;192;125;75;Prov1068;x
1069;240;1;163;Prov1069;x
1070;218;121;211;Prov1070;x
1071;132;125;118;Prov1071;x
1072;198;183;134;Prov1072;x
1073;187;51;247;Prov1073;x
1074;86;69;135;Prov1074;x
1075;123;206;171;Prov1075;x
1076;15;239;29;Prov1076;x
1077;67;39;223;Prov1077;x
1078;211;173;80;Prov1078;x
1079;75;182;55;Prov1079;x
1080;37;65;74;Prov1080;x
1081;91;76;246;Prov1081;x
1082;26;172;114;Prov1082;x
1083;239;217;60;Prov1083;x
1084;52;39;246;Prov1084;x
1085;217;226;252;Prov1085;x
1086;50;114;227;Prov1086;x
1087;46;139;64;Prov1087;x
1088;174;42;247;Prov1088;x
1089;199;217;21;Prov1089;x
1090;223;116;114;Prov1090;x
1091;72;113;189;Prov1091;x
1092;166;208;248;Prov1092;x
1093;33;175;161;Prov1093;x
1094;207;188;21;Prov1094;x
1095;240;181;214;Prov1095;x
1096;200;241;50;Prov1096;x
1097;27;1;174;Prov1097;x
1098;110;170;150;Prov1098;x
1099;50;42;240;Prov1099;x
1100;135;181;239;Prov1100;x
1101;252;152;21;Prov1101;x
1102;71;111;24;Prov1102;x
1103;249;151;195;Prov1103;x
1104;153;187;170;Prov1104;x
1105;209;46;204;Prov1105;x
1106;136;134;27;Prov1106;x
1107;99;194;106;Prov1107;x
1108;38;135;142;Prov1108;x
1109;43;229;165;Prov1109;x
1110;137;147;244;Prov1110;x
1111;35;150;253;Prov1111;x
1112;40;196;30;Prov1112;x
1113;13;206;181;Prov1113;x
1114;175;8;26;Prov1114;x
1115;4;209;163;Prov1115;x
1116;134;59;38;Prov1116;x
1117;211;48;248;Prov1117;x
1118;195;129;38;Prov1118;x
1119;247;122;180;Prov1119;x
1120;20;24;207;Prov1120;x
1121;225;13;21;Prov1121;x
1122;47;75;234;Prov1122;x
1123;108;130;126;Prov1123;x
1124;250;191;239;Prov1124;x
1125;89;15;57;Prov1125;x
1126;155;130;60;Prov1126;x
1127;250;239;127;Prov1127;x
1128;151;182;142;Prov1128;x
1129;76;76;215;Prov1129;x
1130;53;140;198;Prov1130;x
1131;8;14;119;Prov1131;x
1132;153;110;16;Prov1132;x
1133;12;123;8;Prov1133;x
1134;50;194;90;Prov1134;x
1135;91;229;207;Prov1135;x
1136;72;132;101;Prov1136;x
1137;162;106;80;Prov1137;x
1138;171;251;49;Prov1138;x
1139;34;15;36;Prov1139;x
1140;139;124;255;Prov1140;x
1141;242;203;89;Prov1141;x
1142;103;145;112;Prov1142;x
1143;181;144;149;Prov1143;x
1144;205;198;253;Prov1144;x
1145;193;153;109;Prov1145;x
1146;172;95;84;Prov1146;x
1147;58;185;217;Prov1147;x
1148;164;54;26;Prov1148;x
1149;158;68;126;Prov1149;x
1150;176;174;98;Prov1150;x
1151;201;255;17;Prov1151;x
1152;244;91;82;Prov1152;x
1153;202;92;117;Prov1153;x
1154;251;148;108;Prov1154;x
1155;195;101;104;Prov1155;x
1156;89;32;58;Prov1156;x
1157;93;236;69;Prov1157;x
1158;46;107;189;Prov1158;x
1159;191;83;121;Prov1159;x
1160;45;110;187;Prov1160;x
1161;218;121;92;Prov1161;x
1162;183;139;189;Prov1162;x
1163;245;95;220;Prov1163;x
1164;111;192;135;Prov1164;x
1165;36;130;187;Prov1165;x
1166;152;95;152;Prov1166;x
1167;49;4;133;Prov1167;x
1168;75;35;157;Prov1168;x
1169;125;51;138;Prov1169;x
1170;45;163;28;Prov1170;x
1171;31;254;132;Prov1171;x
1172;100;235;70;Prov1172;x
1173;44;6;81;Prov1173;x
1174;183;177;32;Prov1174;x
1175;15;17;43;Prov1175;x
1176;107;85;103;Prov1176;x
1177;126;157;178;Prov1177;x
1178;130;76;65;Prov1178;x
1179;83;228;23;Prov1179;x
1180;76;64;74;Prov1180;x
1181;189;168;250;Prov1181;x
1182;40;44;3;Prov1182;x
1183;168;248;125;Prov1183;x
1184;11;247;76;Prov1184;x
1185;159;36;4;Prov1185;x
1186;162;28;244;Prov1186;x
1187;8;125;35;Prov1187;x
1188;212;147;113;Prov1188;x
1189;68;159;112;Prov1189;x
1190;64;100;173;Prov1190;x
1191;255;35;86;Prov1191;x
1192;218;235;1;Prov1192;x
1193;115;43;219;Prov1193;x
1194;106;225;98;Prov1194;x
1195;151;26;98;Prov1195;x
1196;86;50;239;Prov1196;x
1197;64;160;204;Prov1197;x
1198;120;202;211;Prov1198;x
1199;120;170;21;Prov1199;x
1200;199;116;44;Prov1200;x
1201;204;130;101;Prov1201;x
1202;144;177;174;Prov1202;x
1203;46;232;218;Prov1203;x
1204;157;141;121;Prov1204;x
1205;128;146;239;Prov1205;x
1206;152;162;243;Prov1206;x
1207;92;31;109;Prov1207;x
1208;118;99;205;Prov1208;x
1209;253;17;34;Prov1209;x
1210;209;136;216;Prov1210;x
1211;173;86;92;Prov1211;x
1212;212;157;61;Prov1212;x
1213;41;24;61;Prov1213;x
1214;168;218;155;Prov1214;x
1215;40;8;37;Prov1215;x
1216;250;198;253;Prov1216;x
1217;29;168;157;Prov1217;x
1218;72;230;15;Prov1218;x
1219;159;218;98;Prov1219;x
1220;172;17;50;Prov1220;x
1221;74;122;64;Prov1221;x
1222;4;66;47;Prov1222;x
1223;50;234;78;Prov1223;x
1224;193;25;123;Prov1224;x
1225;238;114;74;Prov1225;x
1226;240;71;82;Prov1226;x
1227;6;120;131;Prov1227;x
1228;67;58;129;Prov1228;x
1229;1;152;49;Prov1229;x
1230;79;149;199;Prov1230;x
1231;35;74;194;Prov1231;x
1232;19;98;155;Prov1232;x
1233;190;219;47;Prov1233;x
1234;177;6;22;Prov1234;x
1235;186;4;195;Prov1235;x
1236;86;249;85;Prov1236;x
1237;236;101;106;Prov1237;x
1238;157;131;104;Prov1238;x
1239;95;158;192;Prov1239;x
1240;108;74;248;Prov1240;x
1241;195;149;229;Prov1241;x
1242;115;199;153;Prov1242;x
1243;101;7;176;Prov1243;x
1244;249;170;13;Prov1244;x
1245;130;27;164;Prov1245;x
1246;240;162;79;Prov1246;x
1247;169;71;190;Prov1247;x
1248;155;176;131;Prov1248;x
1249;13;111;147;Prov1249;x
1250;56;233;239;Prov1250;x
1251;59;197;248;Prov1251;x
1252;198;197;175;Prov1252;x
1253;87;132;211;Prov1253;x
1254;208;4;143;Prov1254;x
1255;63;82;51;Prov1255;x
1256;175;150;139;Prov1256;x
1257;116;136;114;Prov1257;x
1258;28;235;48;Prov1258;x
1259;131;226;94;Prov1259;x
1260;123;165;72;Prov1260;x
1261;56;41;149;Prov1261;x
1262;103;229;37;Prov1262;x
1263;231;27;254;Prov1263;x
1264;80;33;25;Prov1264;x
1265;226;164;19;Prov1265;x
1266;234;107;19;Prov1266;x
1267;63;145;75;Prov1267;x
1268;56;156;30;Prov1268;x
1269;227;235;198;Prov1269;x
1270;183;59;95;Prov1270;x
1271;168;153;246;Prov1271;x
1272;70;218;203;Prov1272;x
1273;110;110;204;Prov1273;x
1274;73;207;117;Prov1274;x
1275;72;59;172;Prov1275;x
1276;243;215;198;Prov1276;x
1277;254;197;43;Prov1277;x
1278;23;252;77;Prov1278;x
1279;219;90;226;Prov1279;x
1280;78;21;222;Prov1280;x
1281;45;84;15;Prov1281;x
1282;28;222;12;Prov1282;x
1283;57;117;152;Prov1283;x
1284;37;73;215;Prov1284;x
1285;93;24;79;Prov1285;x
1286;226;36;4;Prov1286;x
1287;171;139;250;Prov1287;x
1288;222;167;164;Prov1288;x
1289;87;210;84;Prov1289;x
1290;195;89;204;Prov1290;x
1291;5;38;56;Prov1291;x
1292;20;133;172;Prov1292;x
1293;86;238;61;Prov1293;x
1294;105;34;131;Prov1294;x
1295;43;119;235;Prov1295;x
1296;85;63;160;Prov1296;x
1297;145;65;119;Prov1297;x
1298;176;78;94;Prov1298;x
1299;249;75;177;Prov1299;x
1300;219;191;87;Prov1300;x
1301;110;32;252;Prov1301;x
1302;21;83;235;Prov1302;x
1303;55;77;8;Prov1303;x
1304;24;145;242;Prov1304;x
1305;110;110;106;Prov1305;x
1306;102;55;222;Prov1306;x
1307;14;180;175;Prov1307;x
1308;155;69;66;Prov1308;x
1309;205;171;221;Prov1309;x
1310;238;1;79;Prov1310;x
1311;127;165;41;Prov1311;x
1312;123;112;172;Prov1312;x
1313;88;165;169;Prov1313;x
1314;193;225;16;Prov1314;x
1315;106;126;58;Prov1315;x
1316;33;75;224;Prov1316;x
1317;88;16;77;Prov1317;x
1318;187;192;113;Prov1318;x
1319;236;53;65;Prov1319;x
1320;118;47;251;Prov1320;x
1321;10;109;130;Prov1321;x
1322;66;205;51;Prov1322;x
1323;76;76;90;Prov1323;x
1324;244;47;234;Prov1324;x
1325;55;22;62;Prov1325;x
1326;196;186;136;Prov1326;x
1327;199;74;254;Prov1327;x
1328;200;182;128;Prov1328;x
1329;143;251;142;Prov1329;x
1330;108;39;125;Prov1330;x
1331;240;104;17;Prov1331;x
1332;201;113;139;Prov1332;x
1333;119;122;149;Prov1333;x
1334;18;162;251;Prov1334;x
1335;123;161;82;Prov1335;x
1336;103;203;131;Prov1336;x
1337;73;130;214;Prov1337;x
1338;43;162;84;Prov1338;x
1339;85;199;76;Prov1339;x
1340;122;179;105;Prov1340;x
1341;229;141;132;Prov1341;x
1342;167;8;91;Prov1342;x
1343;230;54;88;Prov1343;x
1344;117;167;17;Prov1344;x
1345;151;131;178;Prov1345;x
1346;164;111;126;Prov1346;x
1347;208;65;103;Prov1347;x
1348;123;104;254;Prov1348;x
1349;223;44;122;Prov1349;x
1350;82;108;91;Prov1350;x
1351;144;232;104;Prov1351;x
1352;101;50;151;Prov1352;x
1353;139;13;46;Prov1353;x
1354;188;79;108;Prov1354;x
1355;240;68;120;Prov1355;x
1356;31;166;240;Prov1356;x
1357;255;157;132;Prov1357;x
1358;89;58;145;Prov1358;x
1359;251;245;175;Prov1359;x
1360;47;223;146;Prov1360;x
1361;246;154;77;Prov1361;x
1362;65;116;130;Prov1362;x
1363;205;250;35;Prov1363;x
1364;146;213;102;Prov1364;x
1365;167;227;106;Prov1365;x
1366;8;238;249;Prov1366;x
1367;5;227;166;Prov1367;x
1368;80;239;90;Prov1368;x
1369;44;103;47;Prov1369;x
1370;154;209;183;Prov1370;x
1371;160;100;177;Prov1371;x
1372;194;119;27;Prov1372;x
1373;39;40;130;Prov1373;x
1374;243;101;137;Prov1374;x
1375;5;152;42;Prov1375;x
1376;126;223;241;Prov1376;x
1377;51;84;243;Prov1377;x
1378;141;232;184;Prov1378;x
1379;202;107;133;Prov1379;x
1380;191;141;196;Prov1380;x
1381;37;37;102;Prov1381;x
1382;12;84;5;Prov1382;x
1383;192;167;23;Prov1383;x
1384;118;122;20;Prov1384;x
1385;111;113;16;Prov1385;x
1386;79;89;134;Prov1386;x
1387;45;133;143;Prov1387;x
1388;12;83;42;Prov1388;x
1389;94;74;138;Prov1389;x
1390;81;240;4;Prov1390;x
1391;111;70;13;Prov1391;x
1392;81;203;209;Prov1392;x
1393;11;203;81;Prov1393;x
1394;191;161;46;Prov1394;x
1395;14;118;3;Prov1395;x
1396;16;123;16;Prov1396;x
1397;167;44;61;Prov1397;x
1398;46;88;174;Prov1398;x
1399;4;241;134;Prov1399;x
1400;75;112;245;Prov1400;x
1401;170;169;228;Prov1401;x
1402;205;236;230;Prov1402;x
1403;135;47;96;Prov1403;x
1404;60;169;23;Prov1404;x
1405;90;76;155;Prov1405;x
1406;50;34;52;Prov1406;x
1407;176;198;57;Prov1407;x
1408;107;164;80;Prov1408;x
1409;85;105;224;Prov1409;x
1410;229;48;174;Prov1410;x
1411;99;25;16;Prov1411;x
1412;84;90;122;Prov1412;x
1413;24;60;171;Prov1413;x
1414;42;201;185;Prov1414;x
1415;244;231;222;Prov1415;x
1416;50;131;179;Prov1416;x
1417;232;131;152;Prov1417;x
1418;173;64;189;Prov1418;x
1419;30;193;71;Prov1419;x
1420;101;111;145;Prov1420;x
1421;41;169;183;Prov1421;x
1422;105;181;117;Prov1422;x
1423;8;23;244;Prov1423;x
1424;136;121;235;Prov1424;x
1425;125;147;199;Prov1425;x
1426;62;90;88;Prov1426;x
1427;119;203;30;Prov1427;x
1428;226;22;234;Prov1428;x
1429;46;196;112;Prov1429;x
1430;176;159;131;Prov1430;x
1431;96;255;216;Prov1431;x
1432;184;74;14;Prov1432;x
1433;215;139;111;Prov1433;x
1434;30;118;156;Prov1434;x
1435;101;184;34;Prov1435;x
1436;41;165;49;Prov1436;x
1437;141;131;177;Prov1437;x
1438;44;51;193;Prov1438;x
1439;20;115;85;Prov1439;x
1440;184;165;243;Prov1440;x
1441;234;66;86;Prov1441;x
1442;209;103;122;Prov1442;x
1443;102;68;37;Prov1443;x
1444;153;109;238;Prov1444;x
1445;179;96;190;Prov1445;x
1446;92;197;99;Prov1446;x
1447;75;159;56;Prov1447;x
1448;115;255;64;Prov1448;x
1449;101;65;196;Prov1449;x
1450;197;125;23;Prov1450;x
1451;116;248;26;Prov1451;x
1452;209;251;83;Prov1452;x
1453;47;241;213;Prov1453;x
1454;41;29;35;Prov1454;x
1455;151;144;78;Prov1455;x
1456;196;216;195;Prov1456;x
1457;56;163;241;Prov1457;x
1458;193;64;21;Prov1458;x
1459;73;25;146;Prov1459;x
1460;74;48;2;Prov1460;x
1461;229;46;169;Prov1461;x
1462;247;216;199;Prov1462;x
1463;96;42;203;Prov1463;x
1464;119;196;207;Prov1464;x
1465;171;63;176;Prov1465;x
1466;154;227;190;Prov1466;x
1467;21;106;16;Prov1467;x
1468;225;68;211;Prov1468;x
1469;201;93;60;Prov1469;x
1470;138;40;225;Prov1470;x
1471;174;188;254;Prov1471;x
1472;235;234;143;Prov1472;x
1473;88;27;62;Prov1473;x
1474;105;115;232;Prov1474;x
1475;4;88;175;Prov1475;x
1476;137;194;237;Prov1476;x
1477;234;228;241;Prov1477;x
1478;212;184;250;Prov1478;x
1479;5;140;141;Prov1479;x
1480;116;147;55;Prov1480;x
1481;245;157;3;Prov1481;x
1482;135;162;133;Prov1482;x
1483;253;1;84;Prov1483;x
1484;116;234;97;Prov1484;x
1485;160;192;231;Prov1485;x
1486;144;80;39;Prov1486;x
1487;68;89;140;Prov1487;x
1488;209;67;74;Prov1488;x
1489;183;86;32;Prov1489;x
1490;162;229;27;Prov1490;x
1491;246;107;58;Prov1491;x
1492;182;44;60;Prov1492;x
1493;36;69;100;Prov1493;x
1494;136;76;84;Prov1494;x
1495;204;143;83;Prov1495;x
1496;20;210;77;Prov1496;x
1497;198;249;78;Prov1497;x
1498;192;249;39;Prov1498;x
1499;3;79;43;Prov1499;x
1500;88;147;135;Prov1500;x
1501;154;140;135;Prov1501;x
1502;136;83;155;Prov1502;x
1503;197;27;31;Prov1503;x
1504;148;243;31;Prov1504;x
1505;130;66;125;Prov1505;x
1506;86;234;168;Prov1506;x
1507;73;99;26;Prov1507;x
1508;151;161;230;Prov1508;x
1509;19;12;244;Prov1509;x
1510;40;33;133;Prov1510;x
1511;96;19;199;Prov1511;x
1512;199;193;14;Prov1512;x
1513;219;148;147;Prov1513;x
1514;103;196;158;Prov1514;x
1515;210;161;194;Prov1515;x
1516;211;139;57;Prov1516;x
1517;113;143;140;Prov1517;x
1518;176;17;116;Prov1518;x
1519;184;1;178;Prov1519;x
1520;42;33;211;Prov1520;x
1521;107;8;87;Prov1521;x
1522;103;211;40;Prov1522;x
1523;110;11;239;Prov1523;x
1524;84;9;243;Prov1524;x
1525;67;134;103;Prov1525;x
1526;73;73;175;Prov1526;x
1527;165;67;51;Prov1527;x
1528;5;117;180;Prov1528;x
1529;23;29;203;Prov1529;x
1530;174;24;12;Prov1530;x
1531;167;210;183;Prov1531;x
1532;112;66;71;Prov1532;x
1533;12;126;128;Prov1533;x
1534;232;183;237;Prov1534;x
1535;92;13;35;Prov1535;x
1536;37;228;215;Prov1536;x
1537;190;66;54;Prov1537;x
1538;245;149;157;Prov1538;x
1539;25;132;20;Prov1539;x
1540;123;244;185;Prov1540;x
1541;3;211;235;Prov1541;x
1542;70;85;34;Prov1542;x
1543;57;235;73;Prov1543;x
1544;164;92;117;Prov1544;x
1545;216;183;29;Prov1545;x
1546;95;81;36;Prov1546;x
1547;1;20;143;Prov1547;x
1548;197;219;186;Prov1548;x
1549;12;209;37;Prov1549;x
1550;139;32;156;Prov1550;x
1551;107;29;143;Prov1551;x
1552;39;31;132;Prov1552;x
1553;153;177;247;Prov1553;x
1554;223;69;45;Prov1554;x
1555;87;132;52;Prov1555;x
1556;248;134;234;Prov1556;x
1557;95;169;149;Prov1557;x
1558;3;190;48;Prov1558;x
1559;68;141;157;Prov1559;x
1560;91;224;65;Prov1560;x
1561;82;230;143;Prov1561;x
1562;206;105;55;Prov1562;x
1563;99;255;151;Prov1563;x
1564;168;20;106;Prov1564;x
1565;1;172;49;Prov1565;x
1566;25;235;11;Prov1566;x
1567;209;137;182;Prov1567;x
1568;47;20;228;Prov1568;x
1569;72;29;177;Prov1569;x
1570;218;110;206;Prov1570;x
1571;88;231;108;Prov1571;x
1572;42;153;71;Prov1572;x
1573;81;99;185;Prov1573;x
1574;75;84;19;Prov1574;x
1575;24;28;140;Prov1575;x
1576;197;18;31;Prov1576;x
1577;247;158;211;Prov1577;x
1578;9;211;111;Prov1578;x
1579;193;16;128;Prov1579;x
1580;248;137;41;Prov1580;x
1581;18;7;115;Prov1581;x
1582;71;175;195;Prov1582;x
1583;177;241;66;Prov1583;x
1584;252;179;15;Prov1584;x
1585;163;231;9;Prov1585;x
1586;113;118;141;Prov1586;x
1587;243;79;50;Prov1587;x
1588;234;148;32;Prov1588;x
1589;169;152;40;Prov1589;x
1590;56;249;149;Prov1590;x
1591;242;120;89;Prov1591;x
1592;142;59;146;Prov1592;x
1593;201;188;212;Prov1593;x
1594;253;52;176;Prov1594;x
1595;29;152;23;Prov1595;x
1596;222;152;57;Prov1596;x
1597;80;114;27;Prov1597;x
1598;24;159;19;Prov1598;x
1599;254;200;170;Prov1599;x
1600;107;97;135;Prov1600;x
1601;131;63;235;Prov1601;x
1602;228;67;232;Prov1602;x
1603;218;140;16;Prov1603;x
1604;47;16;98;Prov1604;x
1605;65;2;196;Prov1605;x
1606;73;227;174;Prov1606;x
1607;101;143;38;Prov1607;x
1608;247;126;72;Prov1608;x
1609;49;14;74;Prov1609;x
1610;14;46;208;Prov1610;x
1611;53;214;4;Prov1611;x
1612;103;133;224;Prov1612;x
1613;70;175;237;Prov1613;x
1614;51;53;222;Prov1614;x
1615;19;192;222;Prov1615;x
1616;121;65;1;Prov1616;x
1617;106;140;211;Prov1617;x
1618;98;35;198;Prov1618;x
1619;107;114;106;Prov1619;x
1620;79;134;35;Prov1620;x
1621;204;124;207;Prov1621;x
1622;198;86;195;Prov1622;x
1623;84;27;72;Prov1623;x
1624;181;178;5;Prov1624;x
1625;216;223;15;Prov1625;x
1626;19;153;157;Prov1626;x
1627;159;19;199;Prov1627;x
1628;104;219;251;Prov1628;x
1629;161;81;153;Prov1629;x
1630;142;187;166;Prov1630;x
1631;103;99;144;Prov1631;x
1632;77;219;217;Prov1632;x
1633;43;226;9;Prov1633;x
1634;175;50;60;Prov1634;x
1635;108;158;7;Prov1635;x
1636;237;49;184;Prov1636;x
1637;25;23;191;Prov1637;x
1638;213;223;193;Prov1638;x
1639;172;222;37;Prov1639;x
1640;252;62;170;Prov1640;x
1641;87;111;165;Prov1641;x
1642;126;220;229;Prov1642;x
1643;160;49;68;Prov1643;x
1644;141;154;243;Prov1644;x
1645;17;142;148;Prov1645;x
1646;91;122;126;Prov1646;x
1647;58;29;33;Prov1647;x
1648;245;47;120;Prov1648;x
1649;79;63;250;Prov1649;x
1650;167;49;54;Prov1650;x
1651;153;176;127;Prov1651;x
1652;19;7;246;Prov1652;x
1653;32;202;125;Prov1653;x
1654;39;48;250;Prov1654;x
1655;128;191;161;Prov1655;x
1656;91;212;55;Prov1656;x
1657;82;129;90;Prov1657;x
1658;172;25;104;Prov1658;x
1659;109;254;250;Prov1659;x
1660;101;91;220;Prov1660;x
1661;80;86;109;Prov1661;x
1662;163;83;69;Prov1662;x
1663;25;38;104;Prov1663;x
1664;240;248;25;Prov1664;x
1665;148;38;69;Prov1665;x
1666;35;234;161;Prov1666;x
1667;35;109;173;Prov1667;x
1668;66;175;121;Prov1668;x
1669;108;143;235;Prov1669;x
1670;65;67;10;Prov1670;x
1671;150;205;176;Prov1671;x
1672;60;63;223;Prov1672;x
1673;221;162;38;Prov1673;x
1674;76;142;135;Prov1674;x
1675;42;161;119;Prov1675;x
1676;32;116;170;Prov1676;x
1677;237;142;24;Prov1677;x
1678;188;13;132;Prov1678;x
1679;153;217;38;Prov1679;x
1680;27;179;233;Prov1680;x
1681;61;199;106;Prov1681;x
1682;244;42;82;Prov1682;x
1683;191;124;236;Prov1683;x
1684;186;228;224;Prov1684;x
1685;138;101;125;Prov1685;x
1686;84;14;18;Prov1686;x
1687;162;184;155;Prov1687;x
1688;132;55;170;Prov1688;x
1689;171;174;206;Prov1689;x
1690;208;5;251;Prov1690;x
1691;205;208;57;Prov1691;x
1692;52;185;5;Prov1692;x
1693;119;37;183;Prov1693;x
1694;57;22;205;Prov1694;x
1695;121;46;247;Prov1695;x
1696;122;147;46;Prov1696;x
1697;85;33;227;Prov1697;x
1698;238;122;45;Prov1698;x
1699;198;87;135;Prov1699;x
1700;36;193;113;Prov1700;x
1701;94;27;133;Prov1701;x
1702;144;3;118;Prov1702;x
1703;236;62;246;Prov1703;x
1704;35;28;145;Prov1704;x
1705;236;72;134;Prov1705;x
1706;102;128;104;Prov1706;x
1707;82;53;248;Prov1707;x
1708;238;217;199;Prov1708;x
1709;54;52;115;Prov1709;x
1710;255;159;29;Prov1710;x
1711;141;7;13;Prov1711;x
1712;211;168;83;Prov1712;x
1713;154;217;196;Prov1713;x
1714;201;209;103;Prov1714;x
1715;77;179;160;Prov1715;x
1716;171;194;27;Prov1716;x
1717;72;255;84;Prov1717;x
1718;241;193;150;Prov1718;x
1719;255;2;252;Prov1719;x
1720;147;215;176;Prov1720;x
1721;149;212;159;Prov1721;x
1722;129;165;69;Prov1722;x
1723;132;161;48;Prov1723;x
1724;192;184;62;Prov1724;x
1725;211;80;32;Prov1725;x
1726;191;228;19;Prov1726;x
1727;75;94;22;Prov1727;x
1728;165;194;211;Prov1728;x
1729;204;32;157;Prov1729;x
1730;93;39;39;Prov1730;x
1731;214;243;145;Prov1731;x
1732;155;87;237;Prov1732;x
1733;170;129;81;Prov1733;x
1734;121;28;69;Prov1734;x
1735;72;1;27;Prov1735;x
1736;183;124;14;Prov1736;x
1737;243;147;79;Prov1737;x
1738;56;194;38;Prov1738;x
1739;178;148;125;Prov1739;x
1740;162;219;60;Prov1740;x
1741;32;203;100;Prov1741;x
1742;52;210;5;Prov1742;x
1743;192;156;81;Prov1743;x
1744;209;181;80;Prov1744;x
1745;71;48;204;Prov1745;x
1746;122;123;183;Prov1746;x
1747;230;247;50;Prov1747;x
1748;5;43;121;Prov1748;x
1749;187;87;229;Prov1749;x
1750;101;90;207;Prov1750;x
1751;115;31;168;Prov1751;x
1752;169;101;235;Prov1752;x
1753;240;128;89;Prov1753;x
1754;214;112;198;Prov1754;x
1755;186;25;176;Prov1755;x
1756;56;31;71;Prov1756;x
1757;122;199;119;Prov1757;x
1758;97;252;144;Prov1758;x
1759;195;245;8;Prov1759;x
1760;139;23;230;Prov1760;x
1761;174;200;96;Prov1761;x
